Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
71,20,3,95.0,13651,1,2,1,1,1,0,0,10,4,4,4,5,7,6,1973,1973,1,2,9,10,2,1115.0,1,2,2,3,3,4,4,1880,5,0,343,2223,5,4,1,5,2223,0,0,2223,1,0,2,0,3,1,1,8,6,2,4,5,1973.0,3,2,516,3,5,2,300,0,0,0,0,0,0,4,3,0,2,2007,4,4,244000,0,0,0
72,20,3,69.0,7599,1,2,0,1,1,2,0,11,4,4,4,5,4,6,1982,2006,1,2,8,10,1,0.0,1,3,2,2,3,1,4,565,5,0,280,845,5,2,1,5,845,0,0,845,1,0,1,0,2,1,1,4,6,0,1,2,1987.0,1,2,360,3,5,2,0,0,0,0,0,0,0,4,3,0,6,2007,4,4,129500,0,0,0
73,60,3,74.0,10141,1,2,1,1,1,2,0,14,4,4,4,6,7,5,1998,1998,1,2,11,12,2,40.0,1,3,5,3,3,1,5,0,5,0,832,832,5,3,1,5,885,833,0,1718,0,0,2,1,3,1,1,7,6,1,3,5,1998.0,3,2,427,3,5,2,0,94,0,0,291,0,0,4,3,0,12,2009,4,4,185000,0,0,0
74,20,3,85.0,10200,1,2,0,1,1,0,0,10,4,4,4,5,5,7,1954,2003,1,2,5,4,2,104.0,1,3,2,2,3,1,4,320,1,362,404,1086,5,3,1,5,1086,0,0,1086,1,0,1,0,3,1,1,6,6,0,1,5,1989.0,1,2,490,3,5,2,0,0,0,0,0,0,0,1,3,0,5,2010,4,4,144900,0,0,0
75,50,1,60.0,5790,1,2,0,1,1,2,0,5,4,4,4,6,3,6,1915,1950,0,2,11,12,1,0.0,2,2,2,1,3,1,5,0,5,0,840,840,5,3,0,5,840,765,0,1605,0,0,2,0,3,2,1,8,6,0,1,2,1915.0,1,1,379,3,5,2,0,0,202,0,0,0,0,4,3,0,5,2010,4,4,107400,0,0,0
76,180,1,21.0,1596,1,2,0,1,1,0,0,0,4,4,2,4,4,5,1973,1973,1,2,12,13,1,0.0,1,3,2,3,3,4,6,462,5,0,0,462,5,2,1,5,526,462,0,988,1,0,1,0,2,1,1,5,6,0,1,6,1973.0,1,1,297,3,5,2,120,101,0,0,0,0,0,1,3,0,11,2009,4,4,91000,0,0,0
77,20,3,69.0,8475,1,2,1,1,1,0,0,10,4,4,4,5,4,7,1956,1956,1,2,11,12,1,0.0,1,3,2,2,3,1,4,228,5,0,724,952,5,4,1,3,952,0,0,952,0,0,1,0,2,1,1,4,6,0,1,2,1956.0,1,1,283,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2008,4,4,135750,1,0,0
78,50,1,50.0,8635,1,2,0,1,1,0,0,3,4,4,4,2,5,5,1948,2001,1,2,5,4,1,0.0,1,3,2,2,3,1,2,336,4,41,295,672,5,2,1,5,1072,213,0,1285,1,0,1,0,2,1,1,6,3,0,1,2,1948.0,1,1,240,3,5,2,0,0,0,0,0,0,0,2,3,0,1,2008,4,4,127000,0,0,0
79,90,3,72.0,10778,1,2,0,1,1,0,0,6,4,4,1,5,4,5,1968,1968,4,2,8,9,1,0.0,1,3,2,2,3,1,5,0,5,0,1768,1768,5,2,0,5,1768,0,0,1768,0,0,2,0,4,2,1,8,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,4,2010,4,4,136500,0,0,1
80,50,1,60.0,10440,1,0,0,1,1,2,0,5,4,4,4,6,5,6,1910,1981,1,2,5,4,1,0.0,1,3,5,2,3,1,5,0,5,0,440,440,5,3,1,5,682,548,0,1230,0,0,1,1,2,1,1,5,6,0,1,2,1966.0,1,2,440,3,5,2,74,0,128,0,0,0,0,2,3,0,5,2009,4,4,110000,0,0,0
81,60,3,100.0,13000,1,2,0,1,1,2,0,10,4,4,4,6,6,6,1968,1968,1,2,11,12,2,576.0,1,2,2,3,3,1,1,448,5,0,448,896,5,2,1,5,1182,960,0,2142,0,0,2,1,4,1,2,8,6,1,4,5,1968.0,3,1,509,3,5,2,0,72,0,0,252,0,0,4,3,0,6,2009,4,4,193500,0,0,0
82,120,1,32.0,4500,1,2,0,1,1,1,0,11,4,4,3,5,6,5,1998,1998,4,2,11,12,2,443.0,1,2,5,4,4,1,6,1201,5,0,36,1237,5,4,1,5,1337,0,0,1337,1,0,2,0,2,1,1,5,6,0,1,5,1998.0,3,2,405,3,5,2,0,199,0,0,0,0,0,4,3,0,3,2006,4,4,153500,0,0,0
83,20,3,78.0,10206,1,2,0,1,1,0,0,19,4,4,4,5,8,5,2007,2007,1,2,11,12,4,468.0,1,3,5,3,3,1,6,33,5,0,1530,1563,5,4,1,5,1563,0,0,1563,0,0,2,0,3,1,2,6,6,1,4,5,2007.0,2,3,758,3,5,2,144,99,0,0,0,0,0,4,3,0,10,2008,4,4,245000,0,0,0
84,20,3,80.0,8892,1,2,1,1,1,0,0,10,4,4,4,5,5,5,1960,1960,1,2,4,5,0,66.0,1,3,2,2,3,1,5,0,5,0,1065,1065,5,3,1,5,1065,0,0,1065,0,0,1,1,3,1,1,6,6,0,1,2,1974.0,1,2,461,3,5,2,74,0,0,0,0,0,0,4,3,0,7,2007,3,4,126500,0,0,0
85,80,3,69.0,8530,1,2,1,1,1,0,0,14,4,4,4,4,7,5,1995,1996,1,2,8,9,2,22.0,1,3,5,3,3,1,5,0,5,0,384,384,5,3,1,5,804,670,0,1474,0,0,2,1,3,1,1,7,6,1,3,6,1995.0,3,2,400,3,5,2,120,72,0,0,0,0,0,4,1,700,5,2009,4,4,168500,1,0,0
86,60,3,121.0,16059,1,2,0,1,1,2,0,24,4,4,4,6,8,5,1991,1992,4,2,8,9,2,284.0,2,3,2,3,3,1,5,0,5,0,1288,1288,5,4,1,5,1301,1116,0,2417,0,0,2,1,4,1,2,9,6,1,3,5,1991.0,1,2,462,3,5,2,127,82,0,0,0,0,0,4,3,0,4,2006,4,4,260000,0,0,0
87,60,3,122.0,11911,1,2,3,1,1,0,0,14,4,4,4,6,6,5,2005,2005,1,2,11,12,1,0.0,2,3,5,3,3,3,5,0,5,0,684,684,5,4,1,5,684,876,0,1560,0,0,2,1,3,1,2,6,6,1,4,6,2005.0,3,2,400,3,5,2,100,38,0,0,0,0,0,4,3,0,3,2009,4,4,174000,0,0,0
88,160,4,40.0,3951,1,1,0,1,1,2,0,19,4,4,3,6,6,5,2009,2009,1,2,11,12,4,76.0,2,3,5,3,3,3,5,0,5,0,612,612,5,4,1,5,612,612,0,1224,0,0,2,1,2,1,2,4,6,0,1,2,2009.0,2,2,528,3,5,2,0,234,0,0,0,0,0,4,3,0,6,2009,8,5,164500,0,0,0
89,50,0,105.0,8470,1,2,1,1,1,2,0,1,2,2,4,2,3,2,1915,1982,4,2,9,10,1,0.0,0,1,2,2,2,1,5,0,5,0,1013,1013,5,2,0,5,1013,0,513,1526,0,0,1,0,2,1,0,6,6,0,1,0,1980.0,0,0,0,1,0,0,0,0,156,0,0,0,0,2,3,0,10,2009,1,1,85000,0,0,1
90,20,3,60.0,8070,1,2,0,1,1,0,0,16,4,4,4,5,4,5,1994,1995,1,2,11,12,1,0.0,1,3,5,3,3,1,6,588,5,0,402,990,5,4,1,5,990,0,0,990,1,0,1,0,3,1,1,5,6,0,1,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,8,2007,4,4,123600,0,0,1
91,20,3,60.0,7200,1,2,0,1,1,0,0,10,4,4,4,5,4,5,1950,1950,1,2,10,4,1,0.0,1,3,0,0,1,0,0,0,0,0,0,0,5,2,1,3,1040,0,0,1040,0,0,1,0,2,1,1,4,6,0,1,2,1950.0,1,2,420,3,5,2,0,29,0,0,0,0,0,4,3,0,7,2006,4,4,109900,0,0,0
92,20,3,85.0,8500,1,2,0,1,1,0,0,10,4,4,4,5,5,3,1961,1961,4,2,8,9,0,203.0,1,3,2,2,3,1,1,600,5,0,635,1235,5,2,1,5,1235,0,0,1235,0,0,1,0,2,1,1,6,6,0,1,5,1961.0,1,2,480,3,5,2,0,0,0,0,0,0,0,1,3,0,12,2006,4,1,98600,0,0,0
93,30,3,80.0,13360,1,0,1,3,1,0,0,17,4,4,4,5,5,7,1921,2006,1,2,5,4,1,0.0,1,2,1,3,3,1,4,713,5,0,163,876,5,4,1,5,964,0,0,964,1,0,1,0,2,1,1,5,6,0,1,2,1921.0,1,2,432,3,5,2,0,0,44,0,0,0,0,4,3,0,8,2009,4,4,163500,0,0,0
94,190,0,60.0,7200,1,2,0,1,1,2,0,5,4,4,0,3,6,6,1910,1998,4,2,4,5,1,0.0,1,3,1,2,2,2,1,1046,5,0,168,1214,4,4,0,5,1260,1031,0,2291,0,1,2,0,4,2,1,9,6,1,4,2,1900.0,1,2,506,3,5,2,0,0,0,0,99,0,0,4,3,0,11,2007,4,4,133900,0,0,0
95,60,3,69.0,9337,1,2,1,1,1,0,0,16,4,4,4,6,6,5,1997,1997,1,2,11,12,1,0.0,1,2,5,3,3,1,6,648,5,0,176,824,5,4,1,5,905,881,0,1786,1,0,2,1,3,1,2,7,6,0,1,5,1997.0,2,2,684,3,5,2,0,162,0,0,0,0,0,4,3,0,5,2007,4,4,204750,0,0,0
96,60,3,69.0,9765,1,2,3,1,1,2,0,14,4,4,4,6,6,8,1993,1993,1,2,11,12,2,68.0,3,2,5,3,4,1,4,310,5,0,370,680,5,3,1,5,680,790,0,1470,0,0,2,1,3,1,1,6,6,1,3,6,1993.0,3,2,420,3,5,2,232,63,0,0,0,0,0,4,1,480,4,2009,4,4,185000,1,0,0
97,20,3,78.0,10264,1,2,1,1,1,0,0,16,4,4,4,5,7,5,1999,1999,1,2,11,12,2,183.0,2,3,5,3,3,3,4,1162,5,0,426,1588,5,4,1,5,1588,0,0,1588,0,0,2,0,3,1,2,6,6,0,1,5,1999.0,2,2,472,3,5,2,158,29,0,0,0,0,0,4,3,0,8,2006,4,4,214000,0,0,0
98,20,3,73.0,10921,1,2,0,3,1,0,0,4,4,4,4,5,4,5,1965,1965,4,2,8,9,2,48.0,1,3,2,2,3,1,1,520,5,0,440,960,5,2,1,2,960,0,0,960,1,0,1,0,3,1,1,6,6,0,1,5,1965.0,3,1,432,3,5,1,120,0,0,0,0,0,0,4,3,0,5,2007,4,4,94750,0,0,0
99,30,3,85.0,10625,1,2,0,1,1,2,0,4,4,4,4,5,5,5,1920,1950,1,2,5,4,1,0.0,1,3,1,2,3,1,4,108,5,0,350,458,5,1,0,5,835,0,0,835,0,0,1,0,2,1,1,5,6,0,1,4,1920.0,1,1,366,2,5,2,0,0,77,0,0,0,0,4,1,400,5,2010,3,1,83000,0,0,0
100,20,3,77.0,9320,1,2,1,1,1,0,0,10,4,4,4,5,4,5,1959,1959,1,2,9,10,1,0.0,1,3,2,2,3,1,4,569,5,0,381,950,5,1,1,5,1225,0,0,1225,1,0,1,1,3,1,1,6,6,0,1,0,1980.0,0,0,0,1,0,2,352,0,0,0,0,0,0,4,1,400,1,2010,4,4,128950,0,0,1
101,20,3,69.0,10603,1,2,1,1,1,0,0,13,4,4,4,5,6,7,1977,2001,1,2,9,10,2,28.0,1,3,5,2,3,2,4,1200,5,0,410,1610,5,3,1,5,1610,0,0,1610,1,0,2,0,3,1,2,6,6,2,3,5,1977.0,2,2,480,3,5,2,168,68,0,0,0,0,0,4,3,0,2,2010,4,4,205000,1,0,0
102,60,3,77.0,9206,1,2,0,1,1,0,0,12,4,4,4,6,6,5,1985,1985,1,2,8,9,2,336.0,2,3,2,3,3,1,5,0,5,0,741,741,5,2,1,5,977,755,0,1732,0,0,2,1,3,1,2,7,6,1,3,5,1985.0,3,2,476,3,5,2,192,46,0,0,0,0,0,4,3,0,6,2010,4,4,178000,0,0,0
103,90,3,64.0,7018,1,2,0,0,1,0,0,12,4,4,1,5,5,5,1979,1979,1,2,8,9,1,0.0,1,1,0,0,1,0,0,0,0,0,0,0,5,2,1,5,1535,0,0,1535,0,0,2,0,4,2,1,8,6,0,1,5,1979.0,1,2,410,3,5,2,0,0,0,0,0,0,0,4,3,0,6,2009,4,3,118964,0,0,0
104,20,3,94.0,10402,1,2,1,1,1,2,0,16,4,4,4,5,7,5,2009,2009,1,2,11,12,1,0.0,1,3,5,3,3,1,5,0,5,0,1226,1226,5,4,1,5,1226,0,0,1226,0,0,2,0,3,1,2,6,6,0,1,5,2009.0,2,3,740,3,5,2,0,36,0,0,0,0,0,4,3,0,5,2010,4,4,198900,0,0,0
105,50,1,69.0,7758,1,2,0,1,1,2,0,1,4,4,4,2,7,4,1931,1950,1,2,7,6,2,600.0,1,1,5,2,3,1,3,224,5,0,816,1040,5,4,1,2,1226,592,0,1818,0,0,1,1,4,1,1,7,6,2,3,2,1951.0,1,1,240,3,5,2,0,0,0,0,184,0,0,4,3,0,6,2007,4,4,169500,1,0,0
106,60,4,75.0,9375,1,2,0,1,1,0,0,19,4,4,4,6,8,5,2003,2004,4,2,11,12,2,768.0,2,3,5,4,3,1,5,0,5,0,1053,1053,5,4,1,5,1053,939,0,1992,0,0,2,1,3,1,2,9,6,1,4,5,2003.0,2,2,648,3,5,2,140,45,0,0,0,0,0,4,3,0,8,2008,4,4,250000,0,0,0
107,30,1,60.0,10800,1,0,0,1,1,0,0,5,4,4,4,5,4,7,1885,1995,2,2,11,12,1,0.0,1,3,1,1,3,1,5,0,5,0,641,641,5,3,1,5,1047,0,0,1047,0,0,1,0,2,1,1,6,6,0,1,2,1954.0,1,1,273,2,2,0,0,0,0,0,0,0,0,4,1,450,8,2007,4,4,100000,0,0,0
108,20,1,50.0,6000,1,2,0,1,1,0,0,5,4,4,4,5,5,5,1948,1950,1,2,11,12,1,0.0,1,3,2,2,3,1,4,104,1,169,516,789,5,4,1,5,789,0,0,789,0,0,1,0,2,1,1,5,6,0,1,2,1948.0,1,1,250,3,5,2,0,0,0,0,0,0,0,4,3,0,4,2008,4,5,115000,0,0,0
109,50,1,85.0,8500,1,2,0,1,1,2,0,1,0,4,4,2,5,7,1919,2005,1,2,12,13,1,0.0,1,3,2,2,3,1,5,0,5,0,793,793,4,2,0,2,997,520,0,1517,0,0,2,0,3,1,0,7,6,0,1,0,1980.0,0,0,0,1,0,0,0,0,144,0,0,0,0,4,3,0,8,2007,4,4,115000,0,0,1
110,20,3,105.0,11751,1,2,1,1,1,0,0,13,4,4,4,5,6,6,1977,1977,4,2,9,10,2,480.0,1,3,2,3,3,1,2,705,5,0,1139,1844,5,4,1,5,1844,0,0,1844,0,0,2,0,3,1,1,7,6,1,3,5,1977.0,2,2,546,3,5,2,0,122,0,0,0,0,0,2,3,0,1,2010,3,4,190000,0,0,0
111,50,3,75.0,9525,1,2,0,1,1,0,0,4,4,4,4,2,6,4,1954,1972,1,2,5,4,1,0.0,1,3,2,2,2,1,1,444,5,0,550,994,5,3,1,5,1216,639,0,1855,0,0,2,0,4,1,1,7,6,0,1,5,1954.0,1,1,325,3,5,2,182,0,0,0,0,0,0,4,3,0,10,2006,4,4,136900,0,0,0
112,80,3,69.0,7750,1,2,1,1,1,0,0,14,4,4,4,4,7,5,2000,2000,1,2,11,12,1,0.0,1,3,5,3,3,1,6,250,5,0,134,384,5,4,1,5,774,656,0,1430,0,0,2,1,3,1,1,7,6,1,3,6,2000.0,3,2,400,3,5,2,180,0,0,0,0,0,0,4,3,0,4,2010,4,4,180000,1,0,0
113,60,3,77.0,9965,1,2,0,1,1,0,0,16,4,4,4,6,7,5,2007,2007,1,2,11,12,4,220.0,2,3,5,4,3,3,6,984,5,0,280,1264,5,4,1,5,1282,1414,0,2696,1,0,2,1,4,1,3,10,6,1,4,6,2007.0,3,3,792,3,5,2,120,184,0,0,168,0,0,4,3,0,10,2007,8,5,383970,0,0,0
114,20,3,69.0,21000,1,2,0,0,1,2,0,17,4,4,4,5,6,5,1953,1953,4,2,5,4,2,184.0,1,2,2,3,3,2,4,35,3,869,905,1809,5,2,1,5,2259,0,0,2259,1,0,2,0,3,1,2,7,6,2,4,4,1953.0,1,2,450,3,5,2,166,120,192,0,0,0,0,2,3,0,10,2007,3,1,217000,1,0,0
115,70,3,61.0,7259,1,2,1,1,1,0,1,17,4,4,4,6,6,8,1945,2002,0,2,5,4,1,0.0,1,3,2,2,3,1,4,774,2,150,104,1028,5,4,1,5,1436,884,0,2320,1,0,2,1,3,1,2,9,6,1,3,2,1945.0,1,1,180,3,5,2,224,0,0,0,0,0,0,2,3,0,7,2007,4,4,259500,0,0,0
116,160,4,34.0,3230,1,1,0,1,1,2,0,19,4,4,3,6,6,5,1999,1999,1,2,4,5,2,1129.0,1,3,5,3,3,1,6,419,5,0,310,729,5,3,1,5,729,729,0,1458,0,0,2,1,2,1,1,5,6,1,2,2,1999.0,1,2,440,3,5,2,0,32,0,0,0,0,0,4,3,0,6,2007,4,4,176000,0,0,0
117,20,3,69.0,11616,1,2,0,1,1,0,0,6,4,4,4,5,5,5,1962,1962,1,2,5,4,2,116.0,1,3,2,2,3,1,3,170,1,670,252,1092,5,2,1,5,1092,0,0,1092,0,1,1,0,3,1,1,6,6,1,0,5,1962.0,1,1,288,3,5,2,0,20,144,0,0,0,0,4,3,0,9,2009,4,4,139000,1,0,0
118,20,3,74.0,8536,1,2,0,1,1,2,0,4,4,4,4,5,5,5,2006,2007,1,2,11,12,1,0.0,1,3,5,3,3,1,5,0,5,0,1125,1125,5,3,1,5,1125,0,0,1125,0,0,1,1,2,1,1,5,6,0,1,5,2007.0,1,2,430,3,5,2,80,64,0,0,0,0,0,4,3,0,4,2007,8,5,155000,0,0,0
119,60,3,90.0,12376,1,2,0,1,1,2,0,12,4,4,4,6,7,5,1990,1990,4,2,9,10,1,0.0,1,3,5,3,3,2,6,1470,5,0,203,1673,5,3,1,5,1699,1523,0,3222,1,0,3,0,5,1,2,11,6,2,3,5,1990.0,1,3,594,3,5,2,367,0,0,0,0,0,0,4,3,0,5,2010,4,4,320000,0,0,0
120,60,3,65.0,8461,1,2,0,1,1,0,0,16,4,4,4,6,6,5,2005,2006,1,2,11,12,1,0.0,2,3,5,3,3,1,5,0,5,0,728,728,5,4,1,5,728,728,0,1456,0,0,2,1,3,1,2,8,6,1,4,5,2005.0,3,2,390,3,5,2,0,24,0,0,0,0,0,4,3,0,7,2006,8,5,163990,0,0,0
121,80,3,69.0,21453,1,2,1,2,1,4,2,18,4,4,4,4,6,5,1969,1969,3,3,9,10,1,0.0,1,3,2,2,3,4,4,938,5,0,0,938,5,4,1,5,988,0,0,988,1,0,1,0,1,1,1,4,6,2,3,5,1969.0,1,2,540,3,5,2,0,130,0,130,0,0,0,4,3,0,10,2006,4,4,180000,1,0,0
122,50,1,50.0,6060,1,2,0,1,1,0,0,1,4,4,4,2,4,5,1939,1950,1,2,3,1,1,0.0,1,3,5,2,3,1,5,0,5,0,732,732,5,3,1,5,772,351,0,1123,0,0,1,0,3,1,1,4,6,0,1,2,1979.0,1,1,264,3,5,1,0,0,140,0,0,0,0,2,3,0,6,2007,4,4,100000,0,0,0
123,20,3,75.0,9464,1,2,0,1,1,2,0,10,4,4,4,5,6,7,1958,1958,4,2,4,5,2,135.0,1,2,2,2,3,1,2,570,5,0,510,1080,5,3,1,5,1080,0,0,1080,0,0,1,0,3,1,1,5,6,0,1,5,1958.0,1,1,288,3,5,2,0,0,0,0,130,0,0,4,3,0,6,2008,4,4,136000,0,0,0
124,120,3,55.0,7892,1,2,0,1,1,0,0,12,4,4,3,5,6,5,1993,1993,1,2,9,10,1,0.0,2,3,5,3,3,1,6,300,5,0,899,1199,5,4,1,5,1199,0,0,1199,0,0,2,0,2,1,2,5,6,0,1,5,1993.0,2,2,530,3,5,2,0,63,0,0,0,0,0,4,3,0,3,2008,4,4,153900,0,0,0
125,20,3,48.0,17043,1,2,1,1,1,4,0,13,4,4,4,5,6,5,1979,1998,1,2,8,9,1,0.0,1,2,2,3,2,1,5,0,5,0,1362,1362,5,2,1,5,1586,0,0,1586,0,0,2,0,3,1,1,7,6,1,3,5,1979.0,1,2,435,3,5,2,192,0,0,0,0,0,0,4,3,0,1,2009,4,4,181000,0,0,0
126,190,1,60.0,6780,1,2,0,1,1,0,0,1,4,4,0,2,6,8,1935,1982,1,2,5,4,1,0.0,1,1,2,2,3,3,6,490,5,0,30,520,5,3,0,5,520,0,234,754,1,0,1,0,2,1,1,5,6,0,1,0,1980.0,0,0,0,1,0,0,53,0,0,0,0,0,0,4,3,0,6,2006,4,4,84500,0,0,1
127,120,3,69.0,4928,1,2,1,1,1,0,0,9,4,4,3,5,6,5,1976,1976,1,2,9,10,1,0.0,1,3,2,3,3,1,4,120,5,0,958,1078,5,2,1,5,958,0,0,958,0,0,2,0,2,1,1,5,6,1,3,5,1977.0,2,2,440,3,5,2,0,205,0,0,0,0,0,4,3,0,2,2007,4,4,128000,1,0,0
128,45,1,55.0,4388,1,2,1,0,1,0,0,5,2,4,4,0,5,7,1930,1950,1,2,6,4,1,0.0,1,2,1,2,3,1,3,116,5,0,556,672,5,4,1,5,840,0,0,840,0,0,1,0,3,1,1,5,6,1,3,0,1980.0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,6,2007,4,4,87000,0,0,1
129,60,3,69.0,7590,1,2,0,1,1,0,0,10,7,4,4,6,6,5,1966,1966,1,2,11,12,2,266.0,1,3,2,2,3,1,2,512,5,0,148,660,5,2,1,5,660,688,0,1348,0,0,1,1,3,1,1,6,6,1,2,5,1966.0,2,2,453,3,5,2,188,108,0,0,0,0,0,4,3,0,7,2006,4,4,155000,0,0,0
130,20,3,69.0,8973,1,2,0,1,1,0,0,10,4,4,4,5,5,7,1958,1991,1,2,9,10,2,85.0,1,3,2,2,3,1,1,567,1,28,413,1008,5,2,1,3,1053,0,0,1053,0,1,1,1,3,1,3,6,6,0,1,3,1998.0,2,2,750,3,5,2,0,80,0,180,0,0,0,0,3,0,7,2006,4,1,150000,0,0,0
131,60,3,88.0,14200,1,2,0,1,1,2,0,10,4,4,4,6,7,6,1966,1966,1,2,4,5,2,309.0,1,3,2,2,3,1,1,445,5,0,479,924,5,4,1,5,1216,941,0,2157,0,0,2,1,4,1,2,8,6,2,4,5,1966.0,3,2,487,3,5,2,105,66,0,0,0,0,0,3,3,0,5,2006,4,4,226000,0,0,0
132,60,3,69.0,12224,1,2,1,1,1,2,0,14,4,4,4,6,6,5,2000,2000,1,2,11,12,2,40.0,2,3,5,3,3,1,6,695,5,0,297,992,5,4,1,5,1022,1032,0,2054,1,0,2,1,3,1,2,7,6,1,3,6,2000.0,2,2,390,3,5,2,24,48,0,0,0,0,0,4,3,0,7,2009,4,4,244000,1,0,0
133,20,3,75.0,7388,1,2,0,1,1,2,0,10,4,4,4,5,5,6,1959,2002,1,2,4,5,1,0.0,1,3,2,2,3,1,1,405,5,0,658,1063,5,3,1,5,1327,0,0,1327,1,0,1,0,3,1,2,7,6,0,1,2,1974.0,1,2,624,3,5,2,0,0,0,0,0,0,0,4,3,0,7,2007,4,4,150750,0,0,0
134,20,3,69.0,6853,1,2,1,1,1,0,0,21,4,4,4,5,8,5,2001,2002,1,2,11,12,2,136.0,2,3,5,4,3,1,6,1005,5,0,262,1267,5,4,1,5,1296,0,0,1296,1,0,2,0,2,1,2,6,6,0,1,5,2001.0,3,2,471,3,5,2,192,25,0,0,0,0,0,4,3,0,6,2009,4,4,220000,1,0,0
135,20,3,78.0,10335,1,2,1,1,1,0,0,6,4,4,4,5,5,6,1968,1993,1,2,9,10,1,0.0,1,3,2,2,3,1,1,570,5,0,891,1461,5,3,1,5,1721,0,0,1721,0,0,2,1,3,1,1,7,3,1,3,5,1968.0,2,2,440,3,5,2,0,96,180,0,0,0,0,2,3,0,7,2006,4,4,180000,0,0,0
136,20,3,80.0,10400,1,2,0,1,1,0,0,13,4,4,4,5,7,6,1970,1970,4,2,9,10,2,288.0,1,3,5,2,3,1,5,0,5,0,1304,1304,5,3,1,5,1682,0,0,1682,0,0,2,0,3,1,1,7,6,1,4,5,1970.0,1,2,530,3,5,2,98,0,0,0,0,0,0,2,3,0,5,2008,4,4,174000,0,0,0
137,20,3,69.0,10355,1,2,1,1,1,2,0,10,4,4,4,5,5,5,1967,1967,1,2,4,5,2,196.0,1,3,2,2,3,1,2,695,5,0,519,1214,5,2,1,5,1214,0,0,1214,0,0,2,0,3,1,1,5,6,1,2,5,1967.0,2,1,318,3,5,2,0,111,0,0,0,0,0,4,3,0,7,2007,4,4,143000,1,0,0
138,90,3,82.0,11070,1,2,0,1,1,0,0,11,4,4,1,5,7,5,1988,1989,1,2,11,12,2,70.0,1,3,2,2,3,1,5,0,5,0,1907,1907,5,3,1,5,1959,0,0,1959,0,0,3,0,5,2,1,9,6,0,1,3,1989.0,1,3,766,3,5,2,0,0,0,0,0,0,0,4,3,0,7,2006,4,2,171000,0,0,0
139,60,3,73.0,9066,1,2,1,1,1,0,0,16,4,4,4,6,8,5,1999,2000,1,2,11,12,2,320.0,2,3,5,3,3,2,6,668,5,0,336,1004,5,4,1,5,1004,848,0,1852,0,0,2,1,3,1,2,7,6,2,3,5,1999.0,3,3,660,3,5,2,224,106,0,0,0,0,0,3,3,0,12,2008,4,4,230000,0,0,0
140,60,3,65.0,15426,1,2,1,1,1,0,0,16,4,4,4,6,6,5,1997,1997,1,2,11,12,1,0.0,1,3,5,3,3,1,6,821,5,0,107,928,5,4,1,5,928,836,0,1764,1,0,2,1,3,1,2,7,6,0,1,5,1997.0,2,2,470,3,5,2,276,99,0,0,0,0,0,2,3,0,8,2009,4,4,231500,0,0,0
141,20,3,70.0,10500,1,2,0,1,1,1,0,10,4,4,4,5,4,5,1971,1971,1,2,8,9,1,0.0,1,3,2,2,3,1,4,432,5,0,432,864,5,2,1,5,864,0,0,864,0,0,1,0,3,1,1,5,6,1,0,0,1980.0,0,0,0,1,0,2,0,0,0,0,0,0,0,4,3,0,4,2010,5,4,115000,0,0,1
142,20,3,78.0,11645,1,2,0,1,1,0,0,16,4,4,4,5,7,5,2005,2005,1,2,11,12,1,0.0,2,3,5,3,3,3,6,1300,5,0,434,1734,5,4,1,5,1734,0,0,1734,1,0,2,0,3,1,2,7,6,0,1,5,2005.0,3,2,660,3,5,2,160,24,0,0,0,0,0,4,3,0,1,2006,4,4,260000,0,0,0
143,50,3,71.0,8520,1,2,0,1,1,2,0,10,0,4,4,2,5,4,1952,1952,1,2,10,4,1,0.0,1,1,2,2,3,1,1,507,5,0,403,910,5,1,1,5,910,475,0,1385,0,0,2,0,4,1,1,6,6,0,1,2,2000.0,1,2,720,3,5,2,0,0,0,0,0,0,0,2,3,0,6,2010,4,4,166000,0,0,0
